orid,area,sub,type,spotlight,n_claims,max_pts,title,authors,arxiv,openreview,alphaxiv,hf
k0K0bCWT0k,Applications,Computer Vision,Poster,False,2,4,EmWorld: Emotion World Model with Latent State Evolution for Scenario-Incremental Dynamic Facial Expression Recognition,ke Wang; Yuanyuan Liu; Kejun Liu; Yuyang Xia; Chang Tang; Yibing Zhan; Zhe Chen,,https://openreview.net/forum?id=k0K0bCWT0k,,
Sg3jpD5FYH,Deep Learning,Large Language Models,Poster,False,2,4,From Winning to Understanding: A Diagnostic Long-Horizon RTS Benchmark for LLMs,Jiacheng Li; Jiahui Liu; Yuqing Wang; Gaochen Cui; Xiao Zhang; Qianchuan Zhao; Ziyou Zhang; Chenghao Li,,https://openreview.net/forum?id=Sg3jpD5FYH,,
ViQO8FlRFR,Applications,Computer Vision,Poster,True,3,6,World-Model Inspired Emotion-aware Token Refinement for Training-Free Multimodal Emotion Recognition,Kejun Liu; Zhe Chen; Yuanyuan Liu; ke Wang; Yibing Zhan; Wei Xiang; Hongyan Zhang,,https://openreview.net/forum?id=ViQO8FlRFR,,
FZroB6jcpN,Applications,Computer Vision,Poster,False,6,12,VideoLoom: A Video Large Language Model for Joint Spatial-Temporal Understanding,Jiapeng Shi; Junke Wang; Zuyao You; Bo He; Zuxuan Wu,2601.07290,https://openreview.net/forum?id=FZroB6jcpN,2601.07290,2601.07290
ZEODIzlKwZ,Applications,Robotics,Poster,False,2,4,Embodied-DETR: End-to-End Temporal 3D Object Detection in Egocentric Views,Ziheng Ding; Xiaze Zhang; Yuejie Zhang; lifeng chen; Rui Feng,,https://openreview.net/forum?id=ZEODIzlKwZ,,
bQkKVGuHZA,Applications,Robotics,Poster,True,2,4,UniMapping: Unified SLAM Framework for Map-Centric Embodied Perception,Xiaze Zhang; Ziheng Ding; Yuejie Zhang; lifeng chen; Rui Feng,,https://openreview.net/forum?id=bQkKVGuHZA,,
IBDryWLx87,Applications,Chemistry Physics And Earth Sciences,Poster,False,2,4,Physics-Informed Pre-training on Efficient Electron-Density Images for Organic Material Property Prediction,Zhixiang Cheng; Hongxin Xiang; Mingquan Liu; Tengfei Ma; Yingzhuo Tu; Wenjie Du; Bosheng Song; Yiping Liu; xiangxiang Zeng,,https://openreview.net/forum?id=IBDryWLx87,,
u0ZWIJ7x1F,Applications,Chemistry Physics And Earth Sciences,Poster,False,5,10,Interpretability and Generalization Bounds for Learning Spatial Physics,Alejandro Francisco Queiruga; Theo Gutman-Solo; Shuai Jiang,2506.15199,https://openreview.net/forum?id=u0ZWIJ7x1F,2506.15199,
onosLtwoiK,Deep Learning,,Poster,False,1,2,Set-Coupled Guidance: Set-Level Coordination in Diffusion-Based Dataset Distillation,Ziang Gan; Qi Zhu; Libao Zhang,,https://openreview.net/forum?id=onosLtwoiK,,
00qFGVnqba,Deep Learning,Large Language Models,Poster,False,3,6,HInT: Hypergraph Infusion at the Structural Layers Improves Table Understanding,Wonjin Lee; Soomi Jeong; Kwang In Kim,,https://openreview.net/forum?id=00qFGVnqba,,
VoqRpteakw,Deep Learning,Everything Else,Poster,False,6,12,Decoupled Training with Local Reinforcement Fine-Tuning in Federated Learning,Yuting Ma; Lechao Cheng; Xiaohua Xu,2605.27900,https://openreview.net/forum?id=VoqRpteakw,2605.27900,
QmiKRq3e4N,Deep Learning,Everything Else,Poster,False,6,12,ASTRA: Communication-Efficient Acceleration for Multi-Device Transformer Inference,Xiao Liu; Lijun Zhang; Deepak Ganesan; Hui Guan,2505.19342,https://openreview.net/forum?id=QmiKRq3e4N,2505.19342,
KeH65ZD3a0,Deep Learning,Generative Models And Autoencoders,Poster,False,6,12,Motion-Aware Caching for Efficient Autoregressive Video Generation,Jing Xu; Yuexiao Ma; Xuzhe Zheng; XING WANG; Shiwei Liu; Chenqian Yan; Xiawu Zheng; Rongrong Ji; Fei Chao; Songwei Liu,2605.01725,https://openreview.net/forum?id=KeH65ZD3a0,2605.01725,2605.01725
yW9uNbRgOh,Applications,Robotics,Poster,False,6,12,N2M: Bridging Navigation and Manipulation by Learning Pose Preference from Rollout,Kaixin Chai; Hyunjun Lee; Joseph J Lim,2509.18671,https://openreview.net/forum?id=yW9uNbRgOh,2509.18671,
piWlEHb4Db,Optimization,,Poster,True,6,12,Non-Euclidean Gradient Descent Operates at the Edge of Stability,Rustem Islamov; Michael Crawshaw; Jeremy Cohen; Robert M. Gower,2603.05002,https://openreview.net/forum?id=piWlEHb4Db,2603.05002,
V4FDM692AZ,Deep Learning,Theory,Poster,False,2,4,Fractional is Better: Learnable Derivative Orders in Neural Operator Learning,Fares B. Mehouachi; Saif Jabari,,https://openreview.net/forum?id=V4FDM692AZ,,
MMmO3hxYsK,Social Aspects,Security,Poster,False,0,0,Gaming Consensus: Coordinated Manipulation in Crowdsourced Fact-Checking,Nikil Roashan Selvam; Jay Baxter; Sophie Hilgard; Brad Miller; Keith Coleman; Ellen Vitercik; Sanmi Koyejo,,https://openreview.net/forum?id=MMmO3hxYsK,,
WQC09ugdju,Deep Learning,Other Representation Learning,Poster,False,3,6,TVDRNet: Text-driven Viewpoint Optimization via Differentiable Rendering for 3D Reasoning Segmentation,Zaiyang Yu; Changshuo Wang; Pinjie Xu; Zhang Huang; Yuan Shi; Linjun Sun; Weijun Li,,https://openreview.net/forum?id=WQC09ugdju,,
dtvCOsy3ie,Deep Learning,Generative Models And Autoencoders,Poster,False,2,4,Neural Dispersion on Graphs,Ryien Hosseini; Pouya Mahdi Gholami; Filippo Simini; Venkatram Vishwanath; Rebecca Willett; Henry Hoffmann,,https://openreview.net/forum?id=dtvCOsy3ie,,
HK0IhFBmoN,Applications,Computer Vision,Poster,False,2,4,Adaptive Token Refinement in Long-Tailed Large Vision-Language Models Fine-Tuning,Wenjun Miao; Mingda Li; Yanchao Hao; Zheng Wei,,https://openreview.net/forum?id=HK0IhFBmoN,,
IpeH08AJ9P,Deep Learning,Large Language Models,Poster,False,6,12,Reasoning Cache: Continual Improvement Over Long Horizons via Short-Horizon RL,Ian Wu; Yuxiao Qu; Amrith Setlur; Aviral Kumar,2602.03773,https://openreview.net/forum?id=IpeH08AJ9P,2602.03773,2602.03773
3V1p2bJugq,Deep Learning,Large Language Models,Poster,False,5,10,Decoupling Reasoning and Confidence: Resurrecting Calibration in Reinforcement Learning from Verifiable Rewards,Zhengzhao Ma; Xueru Wen; Boxi Cao; Yaojie Lu; Hongyu Lin; Jinglin Yang; Min He; Xianpei Han; Le Sun,2603.09117,https://openreview.net/forum?id=3V1p2bJugq,2603.09117,2603.09117
n7Ta0YEcgw,Applications,,Poster,False,3,6,FormAct: Agentic Source Editing for Rich-Format Document Generation,Eugene J. Yu; Xingxing Zhang; Yuan Xia; Tao Ge; Xun Wang; FNU Kartik; Vishwas Suryanarayanan; Cheng Yang; Amanda Jiang; Jiayu Ding; Xiangyu Wong; Tengchao Lv; Lei Cui; Si-Qing Chen; Furu Wei; Sujian Li,,https://openreview.net/forum?id=n7Ta0YEcgw,,
b4HR1jhoRV,Optimization,Nonconvex,Poster,True,3,6,Fast Spectrally Sparse Signal Reconstruction via Jacobi-Preconditioned Gradient Descent,Jian-Feng Cai; Xueyang Quan; Yang Wang; Jiaxi Ying,,https://openreview.net/forum?id=b4HR1jhoRV,,
3rvOJyHibr,Applications,Everything Else,Poster,False,2,4,SL-VC: A Benchmark and Automated Framework for Separation Logic Verification Condition Proving,Hanyang Wang; Xiwei Wu; Qinxiang Cao,,https://openreview.net/forum?id=3rvOJyHibr,,
2tcZ8Vl30Q,Reinforcement Learning,Deep Rl,Poster,False,3,6,Taming Aleatoric Impulse in Off-Policy Reinforcement Learning,Zhouyang Yu; Guojian Zhan; Yang Guan; Jingliang Duan; Letian Tao; Shengbo Eben Li,,https://openreview.net/forum?id=2tcZ8Vl30Q,,
0JDzkrKzaA,Theory,Optimization,Poster,True,4,8,Mixtures Closest To A Given Measure: A Semidefinite Programming Approach,Srecko Durasinovic; Jean B. Lasserre; Victor Magron,2509.22879,https://openreview.net/forum?id=0JDzkrKzaA,2509.22879,
E0C3iReFSD,Applications,Social Sciences,Poster,False,2,4,MetaStreet: Semi-Supervised Multimodal Learning for Street-Level Socioeconomic Prediction,Meng Chen; Junjie Yang; Zechen Li; Kai Zhao; Hongjun Dai; Weiming Huang,,https://openreview.net/forum?id=E0C3iReFSD,,
G5XGej7wNt,Social Aspects,Security,Poster,True,0,0,DGS-Net: Distillation-Guided Gradient Surgery for CLIP Fine-Tuning in AI-Generated Image Detection,Jiazhen Yan; Ziqiang Li; Fan Wang; Boyu Wang; Ziwen He; Zhangjie Fu,2511.13108,https://openreview.net/forum?id=G5XGej7wNt,2511.13108,
WQIyx69dFg,General Machine Learning,Representation Learning,Poster,False,5,10,WorldComp2D: Spatio-semantic Representations of Object Identity and Location from Local Views,Seongmin Jin; Doo Seok Jeong,2605.11743,https://openreview.net/forum?id=WQIyx69dFg,2605.11743,
TsMlyXEEuA,General Machine Learning,Causality,Poster,False,2,4,Active Policy Optimization for Individualized Dosing via Gradient Variance Minimization,Yi Wan; Xin Wang; Huanhuan Chen,,https://openreview.net/forum?id=TsMlyXEEuA,,
T5eEBKqIT3,Applications,Health Medicine,Poster,False,3,6,TSMGen: Target-Specific Molecule Generation via Higher-Order Structural Dependencies and Context-Aware Bidirectional Fusion,Yaoyu Chen; Xiaoli Lin; Ziyi Gong; Jun Pang,,https://openreview.net/forum?id=T5eEBKqIT3,,
P0d4D0AGza,Deep Learning,,Poster,False,2,4,TrustworthyQENN: A Quantum Evidential Neural Network Based on Complex-Valued Contrastive Learning for Uncertainty Pattern Classification,Xiaolong Chen; Fuyuan Xiao; Xiaohong Zhang; Zehong Cao; Chin-teng Lin,,https://openreview.net/forum?id=P0d4D0AGza,,
uuD1rE5KU5,Theory,Everything Else,Poster,True,5,10,Hallucination is a Consequence of Space-Optimality: A Rate-Distortion Theorem for Membership Testing,Anxin Guo; Jingwei Li,2602.00906,https://openreview.net/forum?id=uuD1rE5KU5,2602.00906,
Gf6HXrfq2c,Applications,Computer Vision,Poster,False,3,6,Interactive Segmentation with Elaborate Focus Prior,Kangpeng Hu; Yinghui Sun; Tao Wang; Weihao Zhang; Quansen Sun,,https://openreview.net/forum?id=Gf6HXrfq2c,,
rDKFflrjZK,Applications,Computer Vision,Poster,False,5,10,Hyper-ICL: Attention Calibration with Hyperbolic Anchor Distillation for Multimodal In-Context Learning,Niloufar Alipour Talemi; Hossein Kashiani; Fatemeh Afghah,2606.04434,https://openreview.net/forum?id=rDKFflrjZK,2606.04434,
sEYoG3tAXN,Deep Learning,Generative Models And Autoencoders,Poster,True,5,10,Any-Order GPT as Masked Diffusion Model: Decoupling Formulation and Architecture,Shuchen Xue; Tianyu Xie; Tianyang Hu; Zijin Feng; Jiacheng Sun; Kenji Kawaguchi; Zhenguo Li; Zhi-Ming Ma,2506.19935,https://openreview.net/forum?id=sEYoG3tAXN,2506.19935,
AjP1yvCyoG,Deep Learning,Large Language Models,Poster,False,5,10,XSkill: Continual Learning from Experience and Skills in Multimodal Agents,Guanyu Jiang; Zhaochen Su; Xiaoye Qu; Yi R. Fung,2603.12056,https://openreview.net/forum?id=AjP1yvCyoG,2603.12056,2603.12056
wSXZtvqwoa,Deep Learning,Foundation Models,Poster,False,5,10,Attentive Multi-Layer Fusion for Vision Transformers,Laure Ciernik; Marco Morik; Lukas Thede; Luca Eyring; Shinichi Nakajima; Zeynep Akata; Lukas Muttenthaler,2601.09322,https://openreview.net/forum?id=wSXZtvqwoa,2601.09322,
PwH2T3WI9o,Social Aspects,Security,Poster,False,3,6,Towards Seed-Robust Safety Alignment in Text-to-Image Models,Zhenyu Wu; Yao Huang; Shouwei Ruan; Xingxing Wei,,https://openreview.net/forum?id=PwH2T3WI9o,,
IXsOS3hF8Y,Deep Learning,Generative Models And Autoencoders,Poster,False,6,12,Plug-and-Play Guidance for Discrete Diffusion Models via Gradient-Informed Logit Correction,Hongkun Dou; Zike Chen; Fengji Li; Hongjue Li; Yue Deng,2606.06303,https://openreview.net/forum?id=IXsOS3hF8Y,2606.06303,
yv1iRquxF9,Deep Learning,Large Language Models,Poster,False,6,12,DAG-MoE: From Simple Mixture to Structural Aggregation in Mixture-of-Experts,Jiarui Feng; Hanqing Zeng; Karish Grover; Ruizhong Qiu; Yinglong Xia; Qiang Zhang; Qifan Wang; Ren Chen; Dongqi Fu; Jiayi Liu; Zhuokai Zhao; Xiangjun Fan; Benyu Zhang; Yixin Chen,2606.01062,https://openreview.net/forum?id=yv1iRquxF9,2606.01062,2606.01062
DG4wLaRnAN,Deep Learning,Generative Models And Autoencoders,Poster,False,2,4,Revisiting Spectral Representations in Generative Diffusion Models,Yuehao Wang; Peihao Wang; Hanwen Jiang; Ziyi Yang; Qixing Huang; Zhangyang Wang,,https://openreview.net/forum?id=DG4wLaRnAN,,
aComqAqP6j,Applications,Health Medicine,Poster,False,3,6,Unlocking Cross-Modal Biosignal Synthesis: A Temporally-Aware VAE-Diffusion Model,Chenyang Xu; Dezhen Wang; Hao Wang,,https://openreview.net/forum?id=aComqAqP6j,,
7p6vIkXOxQ,Deep Learning,Large Language Models,Poster,False,6,12,Transport and Merge: Cross-Architecture Merging for Large Language Models,Chenhang Cui; Binyun Yang; Fei Shen; Yuxin Chen; Jingnan Zheng; Xiang Wang; An Zhang; Tat-Seng Chua,2602.05495,https://openreview.net/forum?id=7p6vIkXOxQ,2602.05495,2602.05495
7ZicVirxBC,Deep Learning,Large Language Models,Poster,False,3,6,PADA-Coder: Improving Plan-Following Code Generation via Perturbation-Verified Attention Distillation and Dynamic Alignment,Yihong Huang; Ke Qin; Rongzheng Wang; Muquan Li; Jiakai Li; Xiurui Xie; Shuang Liang,,https://openreview.net/forum?id=7ZicVirxBC,,
joReaAnwnH,Deep Learning,Theory,Poster,False,6,12,Explaining Data Mixing Scaling Laws,Rui Dai; SHURAN ZHENG,2606.08167,https://openreview.net/forum?id=joReaAnwnH,2606.08167,
hBqL2ugd1M,Social Aspects,Accountability Transparency And Interpretability,Poster,False,2,4,This State Looks Like That: Self-Interpretable Reinforcement Learning Agents using Prototype Soft Actor-Critic,Andrea Marzo; Alessio Ragno; Roberto Capobianco,,https://openreview.net/forum?id=hBqL2ugd1M,,
qvvD9hgHoX,Deep Learning,Large Language Models,Poster,False,6,12,Persona2Web: Benchmarking Personalized Web Agents for Contextual Reasoning with User History,Serin Kim; Sangam Lee; Dongha Lee,2602.17003,https://openreview.net/forum?id=qvvD9hgHoX,2602.17003,2602.17003
fmwNYkYRN6,Applications,,Poster,False,6,12,Beyond Static Endpoints: Tool Programs as an Interface for Flexible Agentic Web Services,Mugeng Liu; Shuoqi Li; Yixuan Zhang; Yun Ma,2606.19992,https://openreview.net/forum?id=fmwNYkYRN6,2606.19992,
GtpiqFaJtZ,Deep Learning,Large Language Models,Poster,False,6,12,RADAR: Redundancy-Aware Diffusion for Multi-Agent Communication Structure Generation,Zhen Zhang; Wanjing Zhou; Juncheng Li; Hao Fei; Jun Wen; Wei Ji,2605.09907,https://openreview.net/forum?id=GtpiqFaJtZ,2605.09907,
EmMmxTMiGJ,General Machine Learning,Representation Learning,Poster,False,6,12,"Efficient, Validation-Free Intrinsic Quality Estimation for Large-Scale Face Recognition Datasets",Zhichao Chen; Yongle Zhao; Kaicheng Yang; Meng Yang; Yin Xie; Ziyong Feng,2605.29720,https://openreview.net/forum?id=EmMmxTMiGJ,2605.29720,
cdWnpXkcQo,Applications,Robotics,Poster,False,3,6,EvoMAS: Heuristics in the Loop—Evolving Smarter Agentic Workflows,Yangbo Wei; Zhen Huang; Ronghao Xu; Hong Wang; WEI W. XING,,https://openreview.net/forum?id=cdWnpXkcQo,,
yVFxjNzCQm,Deep Learning,Large Language Models,Poster,True,5,10,PonderLM-2: Pretraining LLM with Latent Thoughts in Continuous Space,Boyi Zeng; He Li; Shixiang Song; Yixuan Wang; Zitong Wang; Ziwei He; Xinbing Wang; Zhouhan Lin,2509.23184,https://openreview.net/forum?id=yVFxjNzCQm,2509.23184,2509.23184
T2obc33ton,Deep Learning,Attention Mechanisms,Poster,False,3,6,Efficient Transformer Attention for SNNs via Hadamard Simplification,Tingting Jiang; Jiangrong Shen; Long Chen; Yaxin Li; Qi Xu,,https://openreview.net/forum?id=T2obc33ton,,
qJ7C8hmICj,Deep Learning,Foundation Models,Poster,False,2,4,Head-in-Head in Linear Attention,Shijie Mei; Man Yao; Jiabo Tong; Bo XU; Guoqi Li,,https://openreview.net/forum?id=qJ7C8hmICj,,
C0NCLB6ZGY,Deep Learning,Other Representation Learning,Poster,False,4,8,UrbanFusion: Stochastic Multimodal Fusion for Contrastive Learning of Robust Spatial Representations,Dominik J. Mühlematter; Lin Che; Ye Hong; Martin Raubal; Nina Wiedemann,2510.13774,https://openreview.net/forum?id=C0NCLB6ZGY,2510.13774,2510.13774
hrtEiSftwk,Deep Learning,Foundation Models,Poster,False,6,12,No Need to Train Your RDB Foundation Model,Linjie Xu; Yanlin Zhang; Quan Gan; Minjie Wang; David Wipf,2602.13697,https://openreview.net/forum?id=hrtEiSftwk,2602.13697,
JRsQDPWFCC,Applications,Health Medicine,Poster,False,2,4,PPI Candidate Ranking: Large-Scale Evaluation of a Domain Knowledge–Guided Pipeline,Maria Emilia Russo; Federico Di Valerio; Alessia Borghini; Alessio Ragno; Roberto Capobianco,,https://openreview.net/forum?id=JRsQDPWFCC,,
32jYxFTcNX,Deep Learning,Generative Models And Autoencoders,Poster,False,6,12,MoST: Mixing Speech and Text with Modality-Aware Mixture of Experts,Yuxuan Lou; Kai Yang; Yang You,2601.10272,https://openreview.net/forum?id=32jYxFTcNX,2601.10272,
03RPMit2tm,Reinforcement Learning,Deep Rl,Poster,False,5,10,Mind Your Entropy: From Maximum Entropy to Trajectory Entropy-Constrained RL,Guojian Zhan; Likun Wang; Pengcheng Wang; Feihong Zhang; Jingliang Duan; Kaicheng Yu; Masayoshi Tomizuka; Shengbo Eben Li,2511.11592,https://openreview.net/forum?id=03RPMit2tm,2511.11592,
Qx8NriaMit,Applications,Computer Vision,Poster,False,3,6,Scalable and Differentiable Point-Cloud Registration Using Maximum Mean Discrepancy,Rixon Crane; Fahira Afzal Maken; Nicholas Lawrance; Stanislav Funiak; Kasra Khosoussi; Ming Xu; Russell Tsuchida,,https://openreview.net/forum?id=Qx8NriaMit,,
elMTnbu5Kz,Applications,Computer Vision,Poster,False,5,10,Direct 3D-Aware Object Insertion via Decomposed Visual Proxies,Jingbo Gong; Yikai Wang; Yushi Lan; Yuhao Wan; Ziheng Ouyang; Rui Zhao; Ming-Ming Cheng; Qibin Hou; Chen Change Loy,2606.06601,https://openreview.net/forum?id=elMTnbu5Kz,2606.06601,2606.06601
3CLOFiyWLU,Deep Learning,Large Language Models,Poster,False,1,2,Adversarial Latent Embedding Repair for LLM Continual Learning,Xilin Xia; Tong Xialiang; Jie Wang; Chi Ma; Shengxue Li; Yinqi Bai; Yuhang Jiang; Xing Li; Jianye HAO; Mingxuan Yuan; Feng Wu,,https://openreview.net/forum?id=3CLOFiyWLU,,
097IlaUfQY,Social Aspects,Robustness,Poster,True,3,6,Catch-22: On the Fundamental Tradeoff Between Detectability and Robustness in LLM Watermarking,Kuheli Pratihar; Debdeep Mukhopadhyay,,https://openreview.net/forum?id=097IlaUfQY,,
oMBzHJvUta,Applications,Computer Vision,Poster,False,2,4,HieraScaffold: Learning Compact Hierarchical Representations for Scalable 4D LiDAR Generation,Zijie Wu; Na Zhao,,https://openreview.net/forum?id=oMBzHJvUta,,
OdrEcfMogy,Applications,Chemistry Physics And Earth Sciences,Poster,False,1,2,ClimateAR: Multi-Scale Autoregressive Generative Modeling for Climate Forecasting,Yue Yu; Weiqi Chen; Binqing Wu; Dongliang Cui; Wanyi Jiang; Zongjiang Shang; Bo Wu; Liang Sun; Ling Chen,,https://openreview.net/forum?id=OdrEcfMogy,,
RGTeK9aEI3,Deep Learning,Large Language Models,Poster,False,2,4,Bring Future Vision: Dynamic Computation Allocation Guided by Lightweight Feature Forecaster,Chao Han; Yijuan Liang; Zihao Xuan; Daokuan Wu; Wei Zhang; Xiaoyu Shen,,https://openreview.net/forum?id=RGTeK9aEI3,,
i0P4ew9GpS,Optimization,Zeroorder And Blackbox Optimization,Poster,False,5,10,Evolution Strategies at Scale: LLM Fine-Tuning Beyond Reinforcement Learning,Xin Qiu; Yulu Gan; Conor F. Hayes; Qiyao Liang; Yinggan XU; Roberto Dailey; Elliot Meyerson; Babak Hodjat; Risto Miikkulainen,2509.24372,https://openreview.net/forum?id=i0P4ew9GpS,2509.24372,2509.24372
hrZCqzmsPW,Deep Learning,Large Language Models,Poster,False,5,10,Towards One-to-Many Temporal Grounding,Qi Xu; Tan Yue; Shihao Chen; Jiahao Meng; Anran Wang; Shunping Ji; Hao Fei; Xiangtai Li,2606.06294,https://openreview.net/forum?id=hrZCqzmsPW,2606.06294,2606.06294
XOEVxte7Nn,Deep Learning,Large Language Models,Poster,False,6,12,Rethinking Personalization in Large Language Models at the Token Level,Chenheng Zhang; Yijun Lu; Lizhe Fang; Chunyuan Zheng; Jiajun Chai; Xiaohan Wang; Guojun Yin; Wei Lin; Yisen Wang; Zhouchen Lin,2603.06595,https://openreview.net/forum?id=XOEVxte7Nn,2603.06595,
wyT47sv2o8,Deep Learning,Large Language Models,Poster,False,2,4,EAKV: An Entropy-Driven Adaptive KV Compression Framework for Long Video Understanding,Hengrui Hu; Jingyu Li; Juntao Liang; Guanyu Chen; Lan Zhang,,https://openreview.net/forum?id=wyT47sv2o8,,
2iC5H9k8am,Social Aspects,Safety,Poster,False,6,12,SARSteer: Safeguarding Large Audio Language Models via Safe-Ablated Refusal Steering,Weilin Lin; Jianze Li; Hui Xiong; Li Liu,2510.17633,https://openreview.net/forum?id=2iC5H9k8am,2510.17633,2510.17633
LxAy8UpVUC,General Machine Learning,Supervised Learning,Poster,False,5,10,PINE: Pruning Boosted Tree Ensembles with Conformal In-Distribution Prediction Equivalence,Haruki Yajima; Yusuke Matsui,2605.28068,https://openreview.net/forum?id=LxAy8UpVUC,2605.28068,
7UR3rNXMz9,Applications,Health Medicine,Poster,False,4,8,UniMedVL: Unifying Medical Multimodal Understanding and Generation through Observation-Knowledge-Analysis,Junzhi Ning; Wei Li; Cheng Tang; Jiashi Lin; Chenglong Ma; Chaoyang Zhang; Jiyao Liu; Ying Chen; Shujian Gao; Yuandong Pu; Huihui Xu; Chenhui Gou; Ziyan Huang; Yi Xin; Qi Qin; Diping Song; Bin Fu; Guang Yang; Yuanfeng Ji; Tianbin Li; Yanzhou Su; Jin Ye; SHIXIANG TANG; Zhongying Deng; Lihao Liu; Ming Hu; Junjun He,2510.15710,https://openreview.net/forum?id=7UR3rNXMz9,2510.15710,2510.15710
bQXQa5NDpH,Reinforcement Learning,Deep Rl,Poster,True,3,6,Accelerating Q-learning through Efficient Value-Sharing across Actions,Prabhat Nagarajan; Brett Daley; Martha White; Marlos C. Machado,,https://openreview.net/forum?id=bQXQa5NDpH,,
Jpxfof0EaS,Deep Learning,Large Language Models,Poster,False,6,12,Self-Distilled Reasoner: On-Policy Self-Distillation for Large Language Models,Siyan Zhao; Zhihui Xie; Mengchen Liu; Jing Huang; Guan Pang; Feiyu Chen; Aditya Grover,2601.18734,https://openreview.net/forum?id=Jpxfof0EaS,2601.18734,2601.18734
iMrOO18AoP,Deep Learning,Graph Neural Networks,Poster,False,6,12,Structure-Centric Graph Foundation Model via Geometric Bases,Xiaodong He; Haolan He; Ruiyi Fang; Ming Sun; zhao kang,2605.08689,https://openreview.net/forum?id=iMrOO18AoP,2605.08689,
l94JabCBGL,Theory,Reinforcement Learning And Planning,Poster,False,5,10,The Value Function Semi-Algebraic Set in Partially Observable Markov Decision Processes,Ryan A. Anderson; Guido Montufar,2606.03048,https://openreview.net/forum?id=l94JabCBGL,2606.03048,
Z9cuAhhIbU,Deep Learning,,Poster,False,5,10,DLM-Scope: Mechanistic Interpretability of Diffusion Language Models via Sparse Autoencoders,Xu Wang; Bingqing Jiang; Yu Wan; Baosong Yang; Lingpeng Kong; Difan Zou,2602.05859,https://openreview.net/forum?id=Z9cuAhhIbU,2602.05859,
iVj5Rdwb6I,Theory,Learning Theory,Poster,False,5,10,Tight Margin-Based Generalization Bounds for Voting Classifiers over Finite Hypothesis Sets,Kasper Green Larsen; Natascha Schalburg,2511.20407,https://openreview.net/forum?id=iVj5Rdwb6I,2511.20407,
USejwpvj0a,Deep Learning,Robustness,Poster,False,5,10,Toward Understanding Adversarial Distillation: Why Robust Teachers Fail,Hongsin Lee; Hye Won Chung,2605.21999,https://openreview.net/forum?id=USejwpvj0a,2605.21999,
FEmu30g4ts,Deep Learning,Large Language Models,Poster,False,5,10,Beyond Mode Collapse: Distribution Matching for Diverse Reasoning,Xiaozhe Li; Yang Li; Xinyu Fang; Shengyuan Ding; Peiji Li; Yongkang Chen; Yichuan Ma; TianYi Lyu; Linyang Li; Dahua Lin; Qipeng Guo; Qingwen Liu; Kai Chen,2605.19461,https://openreview.net/forum?id=FEmu30g4ts,2605.19461,2605.19461
RNDJpm1kUW,Social Aspects,Privacy,Poster,False,3,6,Gradient Inversion Attacks Beyond SGD,Guangnian Wan; Gongfan Fang; Xinyin Ma; Xinchao Wang,,https://openreview.net/forum?id=RNDJpm1kUW,,
lv86f7Qr9V,Applications,Computer Vision,Poster,False,5,10,Context Forcing: Consistent Autoregressive Video Generation with Long Context,Shuo Chen; Cong Wei; Sun Sun; Tiancheng SHEN; Ping Nie; Kai Zou; Ge Zhang; Ming-Hsuan Yang; Wenhu Chen,2602.06028,https://openreview.net/forum?id=lv86f7Qr9V,2602.06028,2602.06028
1aKQ70B8IX,General Machine Learning,Representation Learning,Poster,False,2,4,Is Generation Required for Data-Efficient Perception?,Jack Brady; Bernhard Schölkopf; Thomas Kipf; Simon Buchholz; Wieland Brendel,,https://openreview.net/forum?id=1aKQ70B8IX,,
OUtgFOscnh,Deep Learning,,Poster,False,3,6,Euclean: Automated Geometry Problem Formalization with Unified Verification in Lean,Linbin Tang; Jingyan You; Zilin Kang; Hanzhang Liu; Sophia Zhang; Zenan Li; Chenrui Cao; Liangcheng Song; Jiaao Wu; Xian Zhang; Fan Yang,,https://openreview.net/forum?id=OUtgFOscnh,,
Ovk43Z9KGC,General Machine Learning,Causality,Poster,False,3,6,Streaming Covariate Balancing via Discrepancy-Based Feature Coresets,Yixin Ren; Chenghou Jin; Yewei Xia; Zichuan Lin; Deheng Ye; Hao Zhang; Jihong Guan; Shuigeng Zhou,,https://openreview.net/forum?id=Ovk43Z9KGC,,
3vEduRdA9z,Deep Learning,Foundation Models,Poster,False,2,4,Curriculum Reinforcement Learning for Black-Box Prompt Tuning via Large Language Models,Shuai Gong; Chaoran Cui; Xiaolin Dong; Chunyun Zhang; Linwei Fan,,https://openreview.net/forum?id=3vEduRdA9z,,
gxbCZ1y8XS,General Machine Learning,Scalable Algorithms,Poster,False,2,4,Terminal Dimension Reduction for Time Series with Applications,Alexander Munteanu; Matteo Russo; David Saulpic; Chris Schwiegelshohn,,https://openreview.net/forum?id=gxbCZ1y8XS,,
ESa07RwpVr,Optimization,Discrete And Combinatorial Optimization,Poster,True,5,10,Towards Optimal Robustness in Learning-Augmented Paging,Peng Chen; Hailiang Zhao; Xueyan Tang; Yixuan Wang; Shuiguang Deng,2606.01342,https://openreview.net/forum?id=ESa07RwpVr,2606.01342,
GPyay3ZTrk,Applications,Health Medicine,Poster,False,6,12,Federated Distillation for Whole Slide Image via Gaussian-Mixture Feature Alignment and Curriculum Integration,Luru Jing; Cong Cong; Yanyuan Chen; Yongzhi Cao,2605.00578,https://openreview.net/forum?id=GPyay3ZTrk,2605.00578,
