orid,area,sub,type,spotlight,n_claims,max_pts,title,authors,arxiv,openreview,alphaxiv,hf
x2CHpqD6L8,Reinforcement Learning,Policy Search,Poster,False,6,12,Beyond Static Pipelines: Learning Dynamic Workflows for Text-to-SQL,Yihan Wang; Peiyu Liu; Runyu Chen; Wei Xu,2602.15564,https://openreview.net/forum?id=x2CHpqD6L8,2602.15564,2602.15564
sI3UUkXJxs,Applications,Health Medicine,Poster,False,2,4,A Regime-Aware Trajectory Prediction Framework for 1000+ Systems Biology Models,Heng Rao; Jason Zipeng Zhang; Yu Gu; Zhenghao Liu; Ge Yu; Jeffrey Su; Yang Cao; Fan Yang; Minghan Chen,,https://openreview.net/forum?id=sI3UUkXJxs,,
KB9z4bnrbD,General Machine Learning,Evaluation,Poster,False,2,4,Is Graph Mixup Beneficial? Investigating Interpolation And Empirical Performance of Graph Mixup Methods,Simon Forbat; Rainer Gemulla,,https://openreview.net/forum?id=KB9z4bnrbD,,
r5PfcYvYEE,Deep Learning,Large Language Models,Poster,False,2,4,Non-Monotonic Autoregressive Sequence Model,Tianyi Ma; Yiyue Qian; Yiyang Li; Zehong Wang; Yifan Ding; Zheyuan Zhang; Yan Liang; Chuxu Zhang; Yanfang Ye,,https://openreview.net/forum?id=r5PfcYvYEE,,
35eaElDnaD,Applications,Neuroscience Cognitive Science,Poster,False,2,4,High-Fidelity ANN-to-SNN Conversion via Closed-Loop CKA Distillation,Bozhou Li; Chubo Liu; Yan Ding; Yufeng Zhang; Zhuo Tang; Kenli Li,,https://openreview.net/forum?id=35eaElDnaD,,
L9jcGvJP2N,Deep Learning,Large Language Models,Poster,False,5,10,PETS: A Principled Framework Towards Optimal Trajectory Allocation for Efficient Test-Time Self-Consistency,Zhangyi Liu; Huaizhi Qu; Xiaowei Yin; He Sun; Yanjun Han; Tianlong Chen; Zhun Deng,2602.16745,https://openreview.net/forum?id=L9jcGvJP2N,2602.16745,2602.16745
NEiMxuUCSc,Applications,Computer Vision,Poster,False,5,10,TAGRPO: Boosting GRPO on Image-to-Video Generation with Direct Trajectory Alignment,Jin Wang; Jianxiang Lu; Guangzheng Xu; Comi Chen; Haoyu Yang; Linqing Wang; Peng Chen; Mingtao Chen; Zhichao Hu; Longhuang Wu; Shuai Shao; Qinglin Lu; Ping Luo,2601.05729,https://openreview.net/forum?id=NEiMxuUCSc,2601.05729,2601.05729
Hk8MqQNAAm,Applications,Everything Else,Poster,False,3,6,Autobidding Auctions with LLM-Powered Creatives,Bingzhe Wang; Bowei Zhang; Changyuan Yu; Qi Qi,,https://openreview.net/forum?id=Hk8MqQNAAm,,
wLfomuPNxb,General Machine Learning,Clustering,Poster,False,2,4,Nonconvex Low-Rank Tensor Representation with Deep Priors for Multiview Subspace Clustering,Yao Fu; Dong Hu; Zhi Wang,,https://openreview.net/forum?id=wLfomuPNxb,,
RsXgArgxC4,Deep Learning,Foundation Models,Poster,False,2,4,Zero-Shot Rankability: Revealing Latent Ordinal Structure in Multimodal Large Language Models via Language,Nam Hyeon-Woo; Moon Ye-Bin; Sohwi Lim; Kwon Byung-Ki; Tae-Hyun Oh,,https://openreview.net/forum?id=RsXgArgxC4,,
PxvTBZvMCe,Applications,Computer Vision,Poster,False,6,12,MaMi-HOI: Harmonizing Global Kinematics and Local Geometry for Human-Object Interaction Generation,Hao Wang; Shiqi Wang; Qi Liu,2605.05756,https://openreview.net/forum?id=PxvTBZvMCe,2605.05756,2605.05756
tJHKw6hG97,Optimization,Discrete And Combinatorial Optimization,Poster,False,2,4,MaxSAT-Based Compression for Tsetlin Machines,Stefan Szeider,,https://openreview.net/forum?id=tJHKw6hG97,,
8uqxbSPlkn,General Machine Learning,Transfer Multitask And Metalearning,Poster,False,2,4,Bayes-inspired Integration of Pretrained Priors and Few-Shot Evidence for Few-Shot Classification,Mingyang Zhou; Xiaoxuan Zhang; Gang Liu; Yuhong Feng; Xiaoqun Wu; Hao Liao; Rui Mao,,https://openreview.net/forum?id=8uqxbSPlkn,,
hR6yH73UFb,Applications,,Poster,False,2,4,StyleDistillation: A New Insight of Image Style Enables Personalized Aesthetic Manipulation,Yuxin Wang; Xiaoyu Geng; Yuke Li; Zheng Wang,,https://openreview.net/forum?id=hR6yH73UFb,,
1sH1AEeylU,General Machine Learning,Supervised Learning,Poster,False,5,10,Advancing Analytic Class-Incremental Learning through Vision-Language Calibration,Binyu Zhao; Wei ZHANG; Xingrui Yu; Zhaonian Zou; Ivor Tsang,2602.13670,https://openreview.net/forum?id=1sH1AEeylU,2602.13670,
9W17xHFtdQ,Applications,Computer Vision,Poster,False,5,10,Intrinsic Gradient Suppression for Label-Noise Prompt Tuning in Vision–Language Models,Jia-yu Li; Jiaxin Qi; Sheng Zhou; Jianqiang Huang; Xian-Sheng Hua,2605.00591,https://openreview.net/forum?id=9W17xHFtdQ,2605.00591,
vKWxArobP3,Deep Learning,Generative Models And Autoencoders,Poster,True,5,10,Alignment-Guided Score Matching for Text-to-Image Alignment in Diffusion Models,Jaa-Yeon Lee; Yeobin Hong; Taesung Kwon; Jong Chul Ye,2605.30038,https://openreview.net/forum?id=vKWxArobP3,2605.30038,2605.30038
51WmDaMOtd,Social Aspects,Safety,Poster,False,5,10,CORE: Conflict-Oriented Reasoning for General Multimodal Manipulation Detection,Jinjie Shen; Yaxiong Wang; Yujiao Wu; Lechao Cheng; Tianrui Hui; Nan Pu; Zhihui Li; Zhun Zhong,2606.03066,https://openreview.net/forum?id=51WmDaMOtd,2606.03066,
2jdpJN9OmD,Deep Learning,Large Language Models,Poster,False,3,6,Heterogeneous Customizable Personalized Federated  Fine-Tuning Approach for Large Language Models,xin tong; Baojiang cui,,https://openreview.net/forum?id=2jdpJN9OmD,,
MrrLfshRVj,Deep Learning,Large Language Models,Poster,False,2,4,Awakening Visual Reasoning: Mitigating Post-Training Failure in Vision-Text Compression,Xing Xi; Liyao Li; Hao Chen; Ningtao Wang; Peixian Chen; Peilin Tong; Xing Fu; Yu Cheng; Haobo Wang; Gang Chen; Junbo Zhao; Ronghua Luo,,https://openreview.net/forum?id=MrrLfshRVj,,
6eI4YHFyON,Optimization,Nonconvex,Poster,False,5,10,Conflicting Biases at the Edge of Stability: Norm versus Sharpness Regularization,Maria Matveev; Vit Fojtik; Hung-Hsu Chou; Gitta Kutyniok; Johannes Maly,2505.21423,https://openreview.net/forum?id=6eI4YHFyON,2505.21423,
N0qnrJEIoy,Deep Learning,,Poster,False,3,6,SABER: Continual Learning with Representation Conflict Management,Xuandi Luo; Huaidong Zhang; Yi Xie; Shengfeng He,,https://openreview.net/forum?id=N0qnrJEIoy,,
mf8N8PTUAa,Optimization,Nonconvex,Poster,False,5,10,LiMuon: Light and Fast Muon Optimizer for Large Models,Feihu Huang; Yuning Luo; Songcan Chen,2509.14562,https://openreview.net/forum?id=mf8N8PTUAa,2509.14562,
crYiAjVBo0,Theory,Everything Else,Poster,False,2,4,Adaptive Symmetry Discovery for Dynamical System Identification,Behrooz Tahmasebi; Melanie Weber,,https://openreview.net/forum?id=crYiAjVBo0,,
cbtykHVWX9,Deep Learning,Generative Models And Autoencoders,Poster,False,2,4,Hard-Constrained Graph Generation with Discrete-Projection Diffusion,Xuesong Zhang; Haifeng Sun; Qi Qi; Shengkuan Li; Yuhao Li; Tianyi Kou; Zirui Zhuang; Bo He; Jianxin Liao; Jingyu Wang,,https://openreview.net/forum?id=cbtykHVWX9,,
8k4om4zj5E,Deep Learning,Algorithms,Poster,False,6,12,Riemannian Networks over Full-Rank Correlation Matrices,Ziheng Chen; Xiaojun Wu; Bernhard Schölkopf; Nicu Sebe,2605.19073,https://openreview.net/forum?id=8k4om4zj5E,2605.19073,
cYk5BQ8iJI,General Machine Learning,Causality,Poster,False,2,4,Credibility-Aware Weighting Federated Causal Discovery for Time Series,Jiegang Xu; Fuyuan CAO; Jiye Liang,,https://openreview.net/forum?id=cYk5BQ8iJI,,
VHqDQ1BQVw,Applications,Computer Vision,Poster,False,5,10,Flash-GRPO: Efficient Alignment for Video Diffusion via One-Step Policy Optimization,Xiaoxuan He; Siming Fu; Zeyue Xue; Weijie Wang; Ruizhe He; Yuming Li; Dacheng Yin; Shuai Dong; Haoyang Huang; Hongfa Wang; Nan Duan; Bohan Zhuang,2605.15980,https://openreview.net/forum?id=VHqDQ1BQVw,2605.15980,2605.15980
0oVPf178N4,General Machine Learning,Clustering,Poster,False,2,4,Incomplete Multi-View Clustering via Neighborhood-Conditioned Diffusion,Qian Guo; Gaohui Zuo; Bingbing Jiang; Guangrui Fan; Zhihua Cui; Xinyan Liang; Jianjian Ding,,https://openreview.net/forum?id=0oVPf178N4,,
k5xsXvNYQS,Probabilistic Methods,,Poster,False,6,12,Latent Guided Sampling for Combinatorial Optimization,Sobihan Surendran; Adeline Fermanian; Sylvain Le Corff,2506.03672,https://openreview.net/forum?id=k5xsXvNYQS,2506.03672,
hkmpUHQxgv,Applications,Robotics,Poster,False,6,12,Functional Cache Grafting: Robust and Rapid Code-Policy Synthesis for Embodied Agents,Saehun Chun; Wonje Choi; Sera Choi; Sanghyun Ahn; Honguk Woo,2606.13097,https://openreview.net/forum?id=hkmpUHQxgv,2606.13097,
UIyXPhhxlf,Optimization,Nonconvex,Poster,False,2,4,From Lyapunov Analysis to Algorithm Design in two-sided PL Minimax Optimization,Mansi Rankawat; Michael Muehlebach; Simon Lacoste-Julien; Damien Scieur,,https://openreview.net/forum?id=UIyXPhhxlf,,
MdHcU4C4Rm,Theory,,Poster,False,6,12,"Optimal Unconstrained Self-Distillation in Ridge Regression: Strict Improvements, Precise Asymptotics, and One-Shot Tuning",Hien Dang; Pratik Patil; Alessandro Rinaldo,2602.17565,https://openreview.net/forum?id=MdHcU4C4Rm,2602.17565,
bJ9JtQWpoE,Deep Learning,Large Language Models,Poster,False,2,4,TGPO: Efficient Policy Optimization through Sequence Anchor and Information Gating,Hang Ding; Dongqi Liu; Qiming Feng; Jian Li; Tong Lei; Jiafu Wu; Shuo Wang; Jiangning Zhang; Chengjie Wang; Yabiao Wang,,https://openreview.net/forum?id=bJ9JtQWpoE,,
7EK1E8wxVO,Deep Learning,Large Language Models,Poster,False,5,10,What Really Improves Mathematical Reasoning: Structured Reasoning Signals Beyond Pure Code,Yuze Zhao; Junpeng Fang; Lu Yu; Zhenya Huang; Kai Zhang; Qing Cui; Qi Liu; JUN ZHOU; Enhong Chen,2605.19762,https://openreview.net/forum?id=7EK1E8wxVO,2605.19762,
Sva22o2fRs,Social Aspects,Accountability Transparency And Interpretability,Poster,False,6,12,SemBind: Binding Diffusion Watermarks to Semantics Against Black-Box Forgery Attacks,Xin Zhang; Zijin Yang; Kejiang Chen; Linfeng Ma; Weiming Zhang; Nenghai Yu,2601.20310,https://openreview.net/forum?id=Sva22o2fRs,2601.20310,
UwPbsFk2Dh,Applications,Health Medicine,Poster,False,5,10,HEXST: Hexagonal Shifted-Window Transformer for Spatial Transcriptomics Gene Expression Prediction,Keunho Byeon; Jin Tae Kwak,2605.04682,https://openreview.net/forum?id=UwPbsFk2Dh,2605.04682,
sW8U2TYDMp,Social Aspects,Alignment,Poster,False,6,12,Probabilistic Modeling of Latent Agentic Substructures in Deep Neural Networks,Su Hyeong Lee; Risi Kondor; Richard Ngo,2509.06701,https://openreview.net/forum?id=sW8U2TYDMp,2509.06701,
rGtym1nlqZ,Deep Learning,Large Language Models,Poster,False,5,10,TextResNet: Decoupling and Routing Optimization Signals in Compound AI Systems via Deep Residual Tuning,Suizhi Huang; Mei Li; Han Yu; Xiaoxiao Li,2602.08306,https://openreview.net/forum?id=rGtym1nlqZ,2602.08306,
hqFugMmCqJ,Theory,Game Theory,Poster,False,6,12,Budget-Feasible Mechanisms for Submodular Welfare Maximization in Procurement Auctions,Shuang Cui; He Huang; Yu-e Sun; Chen Xue,2605.00411,https://openreview.net/forum?id=hqFugMmCqJ,2605.00411,
flo449mncA,Deep Learning,Generative Models And Autoencoders,Poster,False,5,10,Overclocking Electrostatic Generative Models,Daniil Shlenskii; Alexander Korotin,2509.22454,https://openreview.net/forum?id=flo449mncA,2509.22454,
oYCCOl7ahf,Deep Learning,Generative Models And Autoencoders,Poster,False,5,10,Is Your Diffusion Sampler Actually Correct? A Sampler-Centric Evaluation of Discrete Diffusion Language Models,Luhan Tang; Longxuan Yu; Shaorong Zhang; Greg Ver Steeg,2602.19619,https://openreview.net/forum?id=oYCCOl7ahf,2602.19619,
F7aqfPhbYI,General Machine Learning,Representation Learning,Poster,False,5,10,Batch Normalization for Neural Networks on Complex Domains,Xuan Son Nguyen; Nistor Grozavu,2605.00467,https://openreview.net/forum?id=F7aqfPhbYI,2605.00467,
RAkOcnP4Uz,Probabilistic Methods,Monte Carlo And Sampling Methods,Poster,False,6,12,Accelerated Multiple Wasserstein Gradient Flows for Multi-objective Distributional Optimization,Dai Hai Nguyen; Duc-Dung NGUYEN; Atsuyoshi Nakamura; Hiroshi Mamitsuka,2601.19220,https://openreview.net/forum?id=RAkOcnP4Uz,2601.19220,
loXCDLDwXu,Applications,,Poster,False,6,12,ProRL: Effective Reinforcement Learning for Proactive Recommendation via Rectified Policy Gradient Estimation,Hongru Hou; Tiehua Mei; Denghui Geng; Jinhui Huang; Ao Xu; Hengrui Chen; Jiaqing Liang; Deqing Yang,2605.28293,https://openreview.net/forum?id=loXCDLDwXu,2605.28293,2605.28293
5DR4NAKO8a,General Machine Learning,Evaluation,Poster,False,6,12,FLIPS: Instance-Fingerprinting for LLMs via Pseudo-random Sequences,Richardeau Gurvan; Gohar Dashyan; Erwan Le Merrer; Gilles Tredan,2606.03330,https://openreview.net/forum?id=5DR4NAKO8a,2606.03330,
FbRUcbzRUE,Applications,Computer Vision,Poster,False,6,12,Beyond Detection: A Structure-Aware Framework for Scene Text Tracking,Chenmin Yu; Liu Yu; Daiqing Wu; Gengluo Li; Zeyu Chen; Yu ZHOU,2605.17270,https://openreview.net/forum?id=FbRUcbzRUE,2605.17270,
qugRvYjaFx,Applications,Time Series,Poster,True,2,4,"ConFlux: Multivariate Time Series in Flux, One Unified Forecast in Confluence",Shiyu Wang; Juntong Ni; Ziyi Zhang; Baichuan Mo; Xinyue Zhong; Chengxin Wang; Yuchen Fang; Zhou Ye; Yang Xiang,,https://openreview.net/forum?id=qugRvYjaFx,,
72zu9hLaDG,Theory,Online Learning And Bandits,Poster,False,2,4,Decentralized Bandits without Global Clock for Dynamic Matching Market,Mengtong Gao; Zhenhe Zhang; Jichen Li; Wentao Zhou; Xuanzhi Xia; Jing Chen,,https://openreview.net/forum?id=72zu9hLaDG,,
AAWlum38oE,Deep Learning,Generative Models And Autoencoders,Poster,False,6,12,Align Your Trajectory Tangent: Training Better Consistency Models via Manifold-Aligned Tangents,Beomsu Kim; ByungHee Cha; Jong Chul Ye,2510.00658,https://openreview.net/forum?id=AAWlum38oE,2510.00658,2510.00658
2A9FaOnzby,Social Aspects,Accountability Transparency And Interpretability,Poster,False,6,12,Prototype-Grounded Concept Models for Verifiable Concept Alignment,Stefano Colamonaco; David Debot; Pietro Barbiero; Giuseppe Marra,2604.16076,https://openreview.net/forum?id=2A9FaOnzby,2604.16076,2604.16076
5u3Ra6Qf5C,Deep Learning,Attention Mechanisms,Poster,False,6,12,Sparser Block-Sparse Attention via Token Permutation,Xinghao Wang; Pengyu Wang; Dong Zhang; Chenkun Tan; Shaojun Zhou; Zhaoxiang Liu; Shiguo Lian; Fangxu Liu; Kai Song; Xipeng Qiu,2510.21270,https://openreview.net/forum?id=5u3Ra6Qf5C,2510.21270,2510.21270
C0762WekyA,General Machine Learning,,Poster,False,6,12,CUPID in the Model Zoo: Online Matchmaking for Selecting Your Dream LLM,Son Nguyen; Xinyuan Liu; Ransalu Senanayake,2606.00846,https://openreview.net/forum?id=C0762WekyA,2606.00846,
BNCNSgLPy5,Deep Learning,Large Language Models,Poster,True,6,12,"Train for Truth, Keep the Skills: Binary Retrieval-Augmented Reward Mitigates Hallucinations",Tong Chen; Akari Asai; Luke Zettlemoyer; Hannaneh Hajishirzi; Faeze Brahman,2510.17733,https://openreview.net/forum?id=BNCNSgLPy5,2510.17733,
rSEdPcvrme,Reinforcement Learning,Batchoffline,Poster,False,6,12,Frictional Q-Learning,Hyunwoo Kim; Hyo Kyung Lee,2509.19771,https://openreview.net/forum?id=rSEdPcvrme,2509.19771,
hEcxsQkZpW,Deep Learning,Large Language Models,Poster,False,2,4,Open-World LLM Logical Reasoning,Ye Mo; Chuan Zhou; Fengxiang Cheng; Jialin Yu; Liangming Pan; Fenrong Liu; Sheng Zhou; Haoxuan Li; Zhouchen Lin; Philip Torr,,https://openreview.net/forum?id=hEcxsQkZpW,,
yxygNW4mJl,General Machine Learning,Transfer Multitask And Metalearning,Poster,False,3,6,DomED: Redesigning Ensemble Distillation for Domain Generalization,Ziang Song; Zhidan Zhou; Zijun Zhang,,https://openreview.net/forum?id=yxygNW4mJl,,
g07aDcWYJ9,General Machine Learning,Causality,Poster,True,2,4,One Intervention per Component is Enough: Towards Identifiability in Linear Stochastic Dynamics from Steady State,Saber Salehkaleybar,,https://openreview.net/forum?id=g07aDcWYJ9,,
HTlNhKxcrc,Applications,Chemistry Physics And Earth Sciences,Poster,False,6,12,Benchmarking Physics-Informed Time-Series Models for Operational Global Station Weather Forecasting,Tao Han; Zhibin Wen; Zhenghao Chen; Dazhao Du; Song Guo; LEI BAI,2406.14399,https://openreview.net/forum?id=HTlNhKxcrc,2406.14399,
YMA0ByEdVj,Social Aspects,Safety,Poster,False,6,12,Reward Hacking Benchmark: Measuring Exploits in LLM Agents with Tool Use,Kunvar Thaman,2605.02964,https://openreview.net/forum?id=YMA0ByEdVj,2605.02964,2605.02964
wBfJTBlM5d,Applications,Computer Vision,Poster,False,2,4,SpeedVFI: One-step Diffusion for Efficient Video Frame Interpolation,Ganggui Ding; Xiaogang Xu; Hao Chen; Chunhua Shen,,https://openreview.net/forum?id=wBfJTBlM5d,,
RAULvuDNNP,Deep Learning,Foundation Models,Poster,False,6,12,Think-Then-Generate: Reasoning-Aware Text-to-Image Diffusion with LLM Encoders,Siqi Kou; Jiachun Jin; Zetong Zhou; Ye Ma; Yugang Wang; Quan Chen; Peng Jiang; Xiao Yang; Jun Zhu; Kai Yu; Zhijie Deng,2601.10332,https://openreview.net/forum?id=RAULvuDNNP,2601.10332,2601.10332
x4qXiDogRm,Theory,,Poster,False,3,6,Distortion of AI Alignment Revisited: RLHF is a Decent Utilitarian Aligner,Kazusato Oko; Annie S Ulichney; Nika Haghtalab; Han Bao,,https://openreview.net/forum?id=x4qXiDogRm,,
qRNtMWrTvo,Deep Learning,Large Language Models,Poster,False,5,10,UltraHorizon: Benchmarking LLM-Agent Capabilities in Ultra Long-Horizon Scenarios,Haotian Luo; Huaisong Zhang; Xuelin Zhang; Haoyu Wang; Zeyu Qin; WenJie Lu; Guozheng Ma; Haiying He; Yingsha Xie; Qiyang Zhou; Zixuan Hu; Hongze Mi; Yibo Wang; Naiqiang Tan; Hong Chen; Yi R. Fung; Chun Yuan; Li Shen,2509.21766,https://openreview.net/forum?id=qRNtMWrTvo,2509.21766,2509.21766
6I7yMzQBts,Applications,Time Series,Poster,False,4,8,BioFormer: Rethinking Cross-Subject Generalization via Spectral Structural Alignment in Biomedical Time-Series,Guikang Du; Haoran Li; Xinyu Liu; Zhibo Zhang; Xiaoli Gong; Jin Zhang,2605.22468,https://openreview.net/forum?id=6I7yMzQBts,2605.22468,
InoePQ7HNI,Deep Learning,Large Language Models,Poster,False,3,6,Optimal Transport for LLM Reward Modeling from Noisy Feedback,Licheng Pan; Haocheng Yang; Haoxuan Li; Yunsheng Lu; Yongqi Tong; Yinuo Wang; Shijian Wang; Zhixuan Chu; Lei Shen; Yuan Lu; Hao Wang,,https://openreview.net/forum?id=InoePQ7HNI,,
tBt12b9dxa,Deep Learning,Generative Models And Autoencoders,Poster,False,5,10,Spectral Evolution Search: Efficient Inference-Time Scaling for Reward-Aligned Image Generation,Jinyan Ye; Zhongjie Duan; Zhiwen Li; Cen Chen; Daoyuan Chen; Yaliang Li; Yingda Chen,2602.03208,https://openreview.net/forum?id=tBt12b9dxa,2602.03208,2602.03208
EnZFaqg7hx,Applications,Chemistry Physics And Earth Sciences,Poster,False,6,12,Rethink the Role of Neural Decoders in Quantum Error Correction,Ge Yan; SHANCHUAN LI; Yuxuan Du,2605.12046,https://openreview.net/forum?id=EnZFaqg7hx,2605.12046,
xO10rIopwe,Applications,Time Series,Poster,False,5,10,Baguan-TS: dual in-context learning model for time series forecasting with covariates,Linxiao Yang; Xue Jiang; Gezheng Xu; Tian Zhou; Min Yang; Zhaoyang Zhu; Linyuan Geng; Zhipeng Zeng; Qiming Chen; Xinyue Gu; Rong Jin; Liang Sun,2603.17439,https://openreview.net/forum?id=xO10rIopwe,2603.17439,
2FU8PSmu9Z,Social Aspects,Fairness,Poster,False,5,10,Fair Dataset Distillation via Cross-Group Barycenter Alignment,Mohammad Hossein Moslemi; Nima Hosseini Dashtbayaz; Zhimin Mei; Bissan Ghaddar; Boyu Wang,2605.00185,https://openreview.net/forum?id=2FU8PSmu9Z,2605.00185,2605.00185
SpQABsjB9Y,Deep Learning,Attention Mechanisms,Poster,False,5,10,Prism: Spectral-Aware Block-Sparse Attention,Xinghao Wang; Pengyu Wang; Xiaoran Liu; Fangxu Liu; Jason Chu; Kai Song; Xipeng Qiu,2602.08426,https://openreview.net/forum?id=SpQABsjB9Y,2602.08426,2602.08426
KduPuqy11U,Applications,Computer Vision,Poster,False,5,10,RA-Det: Towards Universal Detection of AI-Generated Images via Robustness Asymmetry,Xinchang Wang; Yunhao Chen; Yuechen Zhang; Congcong Bian; Zihao Guo; Xingjun Ma; Hui Li,2603.01544,https://openreview.net/forum?id=KduPuqy11U,2603.01544,
Cc5oIi4EeL,Deep Learning,Generative Models And Autoencoders,Poster,False,6,12,Spatiotemporal Imputation with Graph-Informed Flow Matching,Zepeng Zhang; Aref Einizade; Jhony H. Giraldo; Olga Fink,2606.06682,https://openreview.net/forum?id=Cc5oIi4EeL,2606.06682,
